text_hindi,sentiment
"अरे, फॉलो के लिए धन्यवाद, वाह यह एक नया ट्वीट रोमांचक है।",positive
नई तस्वीर isn`t काम कर रही है,negative
मैं भूखा हूँ।और एकल।जल्द ही गोल्फिंग रेंज की ओर बढ़ रहा है।,negative
"कूल साउंड !!लव 'ड्रामा', 'लव गेम' उर माइस्पेस पर काम नहीं करता है ... शुभकामनाएँ !!स्पेन से xoxo",positive
टी-बोन के सो गए ... लगता है कि हम उसके साथ जुड़ने वाले हैं,neutral
"क्या तुम मुझसे मजाक कर रहे हो?!यह अविश्वसनीय लग रहा है !!!बाहर लेटें और मेरे लिए बहुत तैरें, ठंड NYC में फंस गए",positive
क्या एक तस्वीर अपलोड कर सकते हैं।मुझे पहले से ही ट्विटर से नफरत है,negative
मुझे पता है!मैं इतना भयानक धीमा है।मुझ पर मत कहो!,negative
बधाई हो अरे,positive
lol u बेहतर जल्दी करो आपके **** देर से चल रहा है और नाश्ते के लिए व्हाट्सएप,neutral
थ्रू बिल,neutral
कोई आमलेट आज डिम सम कल!दावत!,neutral
"नए डीवीडी, सीएसआई प्राप्त करने की सोच।क्या मेरे लैपटॉप पाने के लिए इंतजार कर सकते हैं।",neutral
लांसिस कुक की मदद करने जा रहा है,positive
अंगूर के माध्यम से सुना है कि हम आपको आज के आसपास देख सकते हैं।आपसे मिलने का इंतज़ार रहेगा।,positive
Diggin` अपने moustachio!अच्छा लग रहा है Daddio!,positive
"_ मैं `अच्छा धन्यवाद!क्या आपके पास एक अच्छी ड्राइव है?अपने ब्लैकबेरी के साथ सावधान, हम नहीं चाहते कि आप चिल्ला रहे हों",positive
"हिया, आपका सप्ताह कैसा रहा ??बस आपको डीएम करने की कोशिश की, लेकिन आपका अनुसरण नहीं कर रहा है!एक्स",neutral
शानदार विचार .. आप आदमी!लेकिन जब पर्यटक घर जाता है तो मैं सभी अकेला हो जाता हूं,neutral
हैप्पी मदर का दिन।।।,neutral
"मैं `मैं।कौशल के लिए तैयार हो रहा है।क्या मेरे बायो फाइनल याय को विफल करने के लिए इंतजार कर सकते हैं!उघ, सम्मान कक्षाएं चूसकक।):",negative
अपने i-`t-sleepness के साथ ट्विटर पर ले जाने के लिए क्षमा करें,negative
मुझे Vlogcandy याद आती है,negative
कक्षा लगभग खत्म हो गई है,neutral
एक और दिन @ कैसीनो डे मॉन्ट्रियल,neutral
सुबह!बैंक हॉलिडे सोमवार और सूरज चला गया है - ठेठ!2:30 बजे घुटने के लिए अस्पताल और फिर 6 पर प्रशिक्षण,neutral
"यह मुझे दुखी करता है, आप YouTube बदल गए हैं।यह हर दूसरे YouTube बच्चे की तरह ही है, आप अलग -अलग थे",negative
बस मुझे पता चला कि मुझे स्ट्रेप है,neutral
"काश, मैं अपना आखिरी वीकेंड एक हाई स्कूल के छात्र के रूप में बुरबैंक में सभी के साथ बिता सकता था और डीसी के लिए नहीं उड़ सकता",positive
"मुझे जोड़ने के लिए धन्यवाद, आपको खुशी है",positive
अभी यह सुबह 5:07 बजे है।उह्ह।,negative
अच्छा मौसम..क्या # दिल्ली में यहाँ बारिश करना पसंद है।,positive
http://bit.ly/wzk3o <--- paranoid।मुझे वास्तव में यह पसंद है कि यह स्टूडियो संस्करण के बजाय लाइव प्रदर्शन किया।,neutral
लंबरजैक पार्टी में जा रहे हैं,neutral
मुझे Comcast के गंदे DNS सर्वर से बचाने के लिए धन्यवाद opendns।मेरा इंटरनेट अंत में बराबर है।,neutral
मुझे विश्वास है कि आप हैं,neutral
डॉक्टर की नियुक्ति से पहले शावर,neutral
"हाहाह, मैं अब से उस कहावत का उपयोग करूंगा!",positive
"पूरे सप्ताहांत के लिए बाध्य होमवर्क, इतना मज़ा नहीं",negative
"आज रात के शो के साथ शुभकामनाएँ, मैं देख रहा हूँ",positive
मुझे अभी 'बस स्टैकिंग' होना चाहिए..मैं आज भी मिल रहा था,neutral
अंत में मेरा Saynow खाता मिला और yayy JBs को चलाने के लिए एक कनाडाई Saynow नंबर मिला! .. क्या कोई और अपने लैंडलाइन फोन का उपयोग कर रहा है?मुझे कॉल करो!,neutral
जब मैं दर्द में होता हूं तो मुझे इससे नफरत होती है,negative
क्या मुझे याद है कि आप हत्यारों के पास जा रहे हैं या यह जल्द ही है?क्या आप उत्साहित हैं?मुझे याद है कि मुझे आपसे पूछने की जरूरत है,neutral
बस जाग गया ... एक बार मैं सोने में कामयाब रहा !!दोपहर के भोजन के लिए बाहर जा रहे हैं बाद में वापस निबंध पर वापस,neutral
"_R ड्राइव-इन!?srsly!?* ईर्ष्या* मैं कभी एक के लिए कभी नहीं किया है।आरडी के नीचे एक है, लेकिन यह अब चालू नहीं है: |",negative
अपने दा रिहाना बॉब को चिल करें।अगर यह 16 में 16 था तो कोई समस्या नहीं है !!!ज़ोर-ज़ोर से हंसना।सभी गर्मियों में स्कूल में आर यू,neutral
आश्चर्य है कि मेरे लिए ध्यान केंद्रित करने के लिए इतना कठिन क्यों ...,negative
"मुझे सब कुछ बुरा लगता है .. मैं इतना बेवकूफ कैसे हो सकता हूं?मैं इतना कठोर क्यों था?यह मेरी गलती है, मुझे यह पता है।मुझे सॉरी सेवी, लव यू लोग <3",negative
सुप्रभात मैंने नाश्ते के लिए पिज्जा खाया,positive
"और शहर मैं प्यार करता हूँ, टक्सन, 18 वां सबसे दयनीय http://bit.ly/k3gmw है",neutral
क्या आँखें खुली रहती हैं ....*आँखें बंद कर देती हैं*,neutral
... और सभी महिलाएं जो अपने पहले इंप्रेशन (यौन/मातृ) को एक कम `धमकी देने वाले आदमी पर स्थानांतरित करती हैं - खुद के रूप में कमजोर हैं,negative
"क्षमा करें, आप एक बुरा सप्ताह चल रहे हैं।मुझे लगता है कि अगर मुझे अच्छी नींद मिल सकती है, तो मैं भी इतना बेहतर हो जाऊंगा।कोहरा",negative
शुभ रात्रि ट्विटरविले!वास्तव में पर्ल हार्बर का आनंद लिया।अब मेरे गर्म आदमी के साथ सोने और cuddle!मैं आज रात अच्छे सपने देखूंगा!XOXO,neutral
क्या विश्वास नहीं कर सकता कि सप्ताहांत पहले से ही खत्म हो गया है!समय कहां निकल जाता है?अकाल के साथ एक अच्छा दिन था।आज।मम का दिन भी अच्छा था।,positive
DREA के साथ ब्रांडिंग आयरन पर!सफेद गुलदस्ता और **** नीचे उतर सकते हैं!हाहा क्रंक!अगले कुछ घंटों के लिए!हाहा मजेदार समय!,positive
"ब्रायंट हैली के साथ लटका हुआ है, संभवतः आज रात लाफेट।`और मुझे नहीं पता कि मैं इसे अपडेट क्यों करता रहता हूं क्योंकि मेरे पास 0 अनुयायी हैं",neutral
हैप्पी मदर्स डे मॉम .. आई लव यू ...,positive
मैं <3 मेरी नई तस्वीर!पत्तियों पर प्रतिबिंबित धूप के साथ यह बहुत सुंदर है!,positive
"वाह, शाम 5 बजे वास्तव में तेजी से चारों ओर लुढ़का।मैंने आज ही अपनी सूची में केवल एक ही बात पूरी की ...",negative
हाँ .. मुझे कुछ बेकार दे दो,negative
अब तक का सबसे बुरा दिन।और इसकी केवल दोपहर।,negative
"वीडियो एक चुनौती जब बिना माइक के नहीं-तो-सीन कॉन्फ्रेंस रूम में शूट किया गया, लेकिन धन्यवाद आपके ग्रांट पार्क हाउस और डॉग्स से प्यार करता था !!!",positive
ब्लू ऑयस्टर कल्ट - मुझे रात से प्यार है * जब मेरे सभी दोस्त * हैं।http://blip.fm/~5jd4b,positive
Haha **** तुम मुझे आमंत्रित नहीं कर रहे हो,negative
"_Phatass उम्मीद है कि आप 8 से पहले उठते हैं, जैसा कि बैठक 8 पर है",positive
आशा है कि उर सभी हविन एक अच्छा शुक्रवार!मेरे कुत्ते के गुजरने के बाद से पिछले हफ्ते नीचे महसूस कर रहा है ...,neutral
"बेबी I`m मैरीलैंड में मैं `मैं इसे बनाने वाला नहीं हूं, लेकिन मैं उर सेक्सी देखूंगा **** अगले कैमडेन वीआईपी में सैट .... जल्दी आओ एन हैंग !!!!!",positive
"पिछले साल ढीली हुई पतलून की एक जोड़ी पहने हुए, इस साल तंग",negative
मैं यू रोता हूँ,positive
"स्निफ़ल्स मिला, इसलिए मैं बीमार नहीं होना चाहता - मुझे इसकी आवश्यकता नहीं है।",positive
शायद जल्द ही मेरा सेल फोन होगा!हाँ !,positive
"बिलकुल नहीं!मुझे नहीं पता था कि वह एक शक के बिना rof thats गा रहा था, जो उसने अब तक मूर्ति पर किया है !!Eep ~ fangirl पल",positive
दोनों माता -पिता के साथ एक **** संपर्क था>।> grrr,negative
मैं अभी ईर्ष्या करता हूँ !!,negative
Hollowbabeshere आता है #BGT <मैं पूरी तरह से सहमत हूं,negative
मेरे bffls की याद आ रही है!मेरी शुक्रवार की रात की तारीखें!रात के खाने के लिए हॉट डॉग तो कौन जानता है कि शाम क्या है!,negative
एक अच्छी लड़की नेवा हाहाहाहा बताती है!आशा है की तुम्हारा सप्ताहांत अच्छा बीता होगा,positive
क्या मधुमक्खी याहू पर अपने दोस्त से बात करने में व्यस्त है?,neutral
या एक कार्ड पर कार्ड पर कार्ड के आकार को कार्ड पर कार्ड पर पंच करें।और फिर लोगों से पूछें कि यह क्या है।मुफ्त कार्ड के लिए।,neutral
"जाग गया और यह सोमवार को बैंक की छुट्टी है, इसलिए कोई कॉलेज नहीं।आज पहले जेसन के मोबाइल के माध्यम से टॉम से एक पाठ मिला, इसलिए मुझे उम्मीद है कि वे बदल गए।",positive
प्रतियोगिता ... और फिर यह बर्बाद करने के लिए जाता है कि कोई भी बासी मिठाई पसंद नहीं करता है।यह मुझे इस प्यारे गीत की याद दिलाता है जिसे स्टेल कपकेक लोल कहा जाता है,neutral
_Mcfly कितना अच्छा होगा कि वह बहुत अच्छा होगा !!उसे आशीर्वाद =] तो क्या आप तक?लव यू (l) xoxox,positive
सुझाव देते रहें ... मुझे क्लासिक्स से प्यार है!,positive
खिचड़ी भाषा फिर से सो जाओ!मैं कल रात के मौसम में सो नहीं सका!*Wibble wobble*,negative
आज रात मेरा बिस्तर उद्यम रहा है और मैं श्रीमती किर्क था,neutral
मेरा आखिरी फाइनल लेने जा रहा है ... मुझे शुभकामनाएँ ..,positive
मुझे बस एहसास हुआ कि आज से 2 सप्ताह से घर जा रहा है,neutral
"मेरी प्रेमिका अभी भी तिल सेंट पसंद करती है, और इसलिए मैं ऐसा करता हूं",positive
"जब मैं वेड के साथ होता हूं तो समय हमेशा उड़ने लगता है, यह अजीब है;लेकिन मुझे यह पसंद है ... बहुत कुछ!",neutral
बस मेरे 3 साल पुराने के साथ स्कूल के बगीचे में फूल लगाए ... बहुत भाग्यशाली लेकिन बहुत मजेदार,positive
Aww।क्या आप उसे मेरा अनुसरण करने के लिए कह सकते हैं?,neutral
क्या खौफनाक लॉलीपॉप आदमी हेड एक्सप्लोडर 5 खेलता है ??,neutral
काश मैं चुन सकता कि 20 जून को कौन से बैंड कचरा खेले थे ... हम्म !!!,positive
बहुत अच्छा लगता है।मैं इसके लिए आगे देख रहा हूँ,positive
"मुझे लगता है कि नाव ने मेरे दोस्त को रवाना किया ... कुछ CCO `जो उनके पास थे, उनके पास महीनों पहले .... मैं आपको शुभकामनाएं देता हूं ...",positive
Awwww उसे आशीर्वाद दे कि उसे एक और मौका चाहिए।,positive
क्या nto दूध deffo है!,neutral
"हम पनीर की स्थिति में हैं - यम!ग्रीन, मू-गाय हर जगह, और सुपर फ्रेंडली लूथरन भी",positive
अब के लिए अलविदा आप प्यारे ट्वीटर और विशेष रूप से मेरे अनुयायियों के लिए,positive
सैक्रामेंटो से घर जाना।सप्ताहांत में Windows Server 2008 R2 Unleashed बुक लिखना जारी रखेगा।Sigh #windows,neutral
मैं जीत गया क्योंकि im बहुत बढ़िया,positive
क्लास के लिए रवाना।लगभग 2 घंटे में वापस आ जाओ!,neutral
Yucky!वैक्यूम को बाहर लाने और युद्ध में जाने का समय।हमारा घर हमेशा किसी कारण से स्पाइडर हेवन होता है।अछा नहीं लगता।,negative
समस्याएं अब तय हो रही हैं!धन्यवाद!,positive
हम्म ... नई स्पोर्ट्स कैटलॉग और कार्ड जित्सु अपडेट मेरे लिए दिखाई नहीं दे रहे हैं,neutral
उसके पोस्ट को विषयों पर पोस्ट नहीं कर रहा है,neutral
"ओह और आप सभी को धन्यवाद जिन्होंने मुझे उर में शुक्रवार को फॉलो किया है !!अपने सभी नए अनुयायियों के लिए मैं आमतौर पर इसे करता हूं, लेकिन आज ... मैं सिर्फ बहुत थक गया हूं!",negative
"मेरे भाइयों के शो में जाने वाला था, लेकिन फिर भी पू को महसूस कर रहा था: **",negative
मेरे नए माइस्पेस पिक्चर्स PLZ टिप्पणी करें?,neutral
मैं आज बहुत प्रेरित नहीं महसूस कर रहा हूँ ... मुझे लगता है कि आज रात @ b`ham कॉन्सर्ट हो गया था!,negative
"अरे, मैं sa में हो जाएगा तो शायद अगर हम राजमार्गों को पार करते हैं तो हम दोपहर का भोजन ले सकते हैं?",neutral
बैटरी मरने वाली है!,neutral
सभी मम्मी के लिए हैप्पी मदर्स डे वहाँ से बाहर!,positive
"मेरे 42 वें लिखित **** .. मुझे हर दिन कम विचार मिलते हैं, और हर दिन",negative
घर पर वापस और मेरी दादी को फोन करें ... मैं उससे प्यार करता हूं और उसे याद करता हूं,neutral
haha मैं उन दोनों को भी प्यार करता हूँ हम्म .. lol i`m कुछ अच्छे बैंड की भी जरूरत है,positive
पोशाक बनाने के लिए सभी तैयार!लेकिन ... यहाँ कोई नहीं है ...!,neutral
हैप्पी बर्थडे मम्मी,positive
आप बहुत दयालु है!मैं कसम खाता हूँ कि मैं हमेशा किसी को खिलाती हूँ!,positive
अच्छी टिप ..... लेकिन फिर मेरे बॉस ने पढ़ा .... वास्तव में क्या करना चाहिए था और मुझे पता होगा कि मैं परियोजना के साथ कहां था,positive
स्टार ट्रेक वास्तव में अच्छा है।मुझे यह भी पसंद था,positive
मेरे काम करने के रास्ते पर!काम करना बड़ा समय बेकार है,negative
अंत में सिन गेट गेट गेट कॉन्सर्ट पागल था !!!भगवान उन मंत्रियों को आशीर्वाद दें !!!,positive
$ RF .94 में - लक्ष्य $ 5.30।$ Dndn @$ 21.85 दिन कम के पास,neutral
एसएफ ने आज रात मेरे लिए बहुत तीव्र महसूस किया।आशा है कि यह नहीं है।अपने आप से परेशान न हो और मोती के साथ नहीं,negative
ओह!तो यह अच्छी तरह से आपकी आखिरी पोस्ट हो सकती है!,neutral
वी आर टू टू फ्लाई बुक,neutral
सर्वाधिक समय,neutral
स्कूल .. काश यह बस पहले से ही समाप्त हो जाता!,positive
"http://twitpic.com/67xv3 - पूर्व पॉनशॉप जिमी हेंड्रिक्स को अपना 1 गिटार, सिएटल मिला।अब एक चेक कैशिंग संयुक्त",neutral
इस सप्ताह के अंत में आप किस तरह की गड़बड़ कर रहे हैं?,negative
दिल के मामले इतने जटिल क्यों हैं?,negative
haha i`m ऊब!मुझे लगता है कि मैं एक फिल्म bbl देखने जाऊंगा,negative
मैं बहुत परेशान हूं कि कोई बेबीडोल या स्पेगेटी-स्ट्रैप टैंक तीन वुल्फ मून टी-शर्ट नहीं हैं।मेम से प्यार करो;कपड़े के बक्से पहने नफरत।,neutral
"ओह!हाँ, आपकी माँ ने उस बारे में बताया।मुझे लगा कि आप उसकी ट्विटर आईडी का मतलब है और मैं बहुत भ्रमित था।वह बेकार है।बीमार।",negative
और मैं खुश हूं कि भाग्य,neutral
"संपादकों ने इसे पढ़ा और नोड, लेखकों ने इसे पढ़ा और नोट्स लें।http://tinyurl.com/crm4c2",neutral
शिफ्ट टाइम BBYE BIOCHEM WAAAAAHHHHHH !!http://plurk.com/p/wxizo,neutral
मातृ दिवस की शुभकामना।अभी तक एक वर्तमान नहीं है?उसके लिए एक अमेज़ॅन उपहार कार्ड का प्रिंट!http://snipurl.com/hq0n1,positive
आपके फॉलो के लिए धन्यवाद बस आप अपनी बात करते हैं + आप किन हितों के साथ जुड़ते हैं,positive
_Jen lol - मुझे पता है ... लगता है कि हमारी पृथ्वी का पूरा कपड़ा अब उजागर होगा - LOL - मुझे लगता है कि लोगों ने कभी भी बम्बी को नहीं देखा है,neutral
मैं काम पर जा रहा हूँ,neutral
हमने फैसला किया कि मैं शायद भूल गया कि मेरे पास यह अपनी जेब में था और दुर्घटना से उस पर बैठ गया,neutral
मैं अब सड़क का एक सदस्य हूँ !!,neutral
"LOL हम फ्रॉस्टीज को एक सॉफ्ट प्ले सेंटर कहा जा रहे हैं, यह उन्हें लोल देता है, फिर मुझे जिम के लिए शांति मिलती है",neutral
हार्वर्ड स्क्वायर में फुटपाथ पर गिर गया।बेवकूफ कोब्लेस्टोन!अब मेरे हाथ में दर्द होता है,negative
जाव शहद ... आप बस आराम कर रहे हैं?यह शायद सबसे अच्छा के लिए है।,positive
"Coooooooool, हाँ, ciwwaf कमाल के हैं।",positive
"या तो मेरा इनर्न **** है या मेरा दिमाग है, लेकिन मुझे पूरा यकीन है कि यह इंटरनेट है",negative
"मेरा कुत्ता बीमार है।मुझे वह छोटा डॉगी बहुत पसंद है।वह आमतौर पर इतना उत्सुक और खुश है, लेकिन वह आज जंगल में एक रन के लिए भी नहीं जाना चाहता है।",neutral
_Mitchell मैं `पहले कभी ओपेरा में नहीं गया था ... डॉन` टी नहीं सोचता कि मैं था,neutral
मैं आने वाला था ... जीवन जिस तरह से मेरे दोस्तों को एक जंगली समय देता है !!!,neutral
सप्ताहांत के लिए तैयार है और दुखी है कि मुझे कल सुबह फिर से कार्यालय में रहना है,negative
"मैं @ @ काम करता हूं और कल सब कुछ याद किया, लेकिन पता नहीं है?कोई भी",negative
"दुख की बात है कि ग्रेग प्रिटचार्ड ने इसे ब्रिटेन के फाइनल के माध्यम से नहीं बनाया, जो प्रतिभा क्यूज मिला, वह इसके लायक है",negative
चैट करता है,neutral
"नियंत्रण जो यू हैशटैग का उपयोग करके फेसबुक पर यू पोस्ट करता है, इस भयानक आसान ऐप को देखें!http://apps.facebook.com/selectivetwitter/",positive
टीका प्राप्त करने के बाद बच्चा खुद नहीं था,neutral
घर की ओर वापस हो रहे है।वास्तव में बस में रास्ते में मेरे सिर को पीटा बिना किया जा सकता था,negative
_distel शायद आप भाषाओं के लिए प्राकृतिक क्षमता है मैं उस पर यू ईर्ष्या करता हूं !!,negative
बिल्लियाँ चली गई हैं।उनमें से सभी 3।,negative
तुम इतने अच्छे दोस्त <3 मुझे तुम्हारी बहुत याद आती है,neutral
"मेरा लड़का गर्मियों के लिए रवाना हो रहा है, दादा -दादी के साथ रहने जा रहा हूं .. मैं उसे याद करने वाला हूं !!",negative
ऐसा लगता है कि मैं छोटे दोस्त बीमार हूँ,negative
ऊबा हुआ,neutral
केवल पिछले सुबह 8 बजे और पहले से ही खराब हो गया है,negative
#WHENIWEREALAD क्या आप समझा सकते हैं कि कैसे काम किया?LOL और कोई असभ्य स्पष्टीकरण कृपया,neutral
"अनिद्रा अपने बेहतरीन में।11:30 बजे बिस्तर पर जाएं, पूरी तरह से 2 पर जागें। GRRR।कोई भी मुझे फोन करना चाहता है?",negative
"मैंने ऑस्कर वाइल्ड (अंग्रेजी पर) द्वारा 'द पिक्चर ऑफ डोरियन ग्रे' पढ़ा।यह मेरे लिए आसान नहीं है, लेकिन मैं बाहर करने की कोशिश करता हूं",neutral
मेरे पास अब तक का सबसे बुरा सपना था: लेकर्स 11 खो रहे थे: ज़िप और कोर्टनी कॉक्स में एक मोहक डब्ल्यूटीएफ था।,negative
"OOOH बैटलस्टार गैलेक्टिका दूसरे चैनल पर है।यह विद्रोह प्रकरण है!यार, मैं बहुत दुखी महसूस करता हूं कि गेटा क्या बन गया।मुझे वह पसंद आया",neutral
क्षमा करें - आशा है कि आप 80 होने और 30 पर वापस देखने के बारे में सकारात्मक रूप से सोच सकते हैं!,negative
मैं चिलिन डब्ल्यू/ मेरी होम्स हूं,positive
"यार तुम हमेशा आधी रात की स्क्रीनिंग के लिए जा रहे हो!XD।काश मैं एक शहर में रहता।खैर, मैं करता हूं (tmrw तक!) लेकिन यह बकवास है",neutral
"डॉन `टी नहीं लगता कि अच्छी तरह से चला गया, केवल 15 मिनट के लिए वहाँ था",negative
मैं वास्तव में एक ब्लैकबेरी चाहता हूं कि मेरी साइडकिक हेला वेक है।रात,negative
मुझे खुशी है कि आपको यह पसंद आया कि यह अधिक है?,positive
"क्षमा करें, मैं hal`s नाम फिट नहीं कर सकता",negative
बस YouTube पर उस नए टी-मोबाइल विज्ञापन को देखा .. मैं इसे प्यार करता हूँ 'अरे जूड !!!!!!',positive
गीत सीखने में आपको कितना समय लगा,neutral
आदमी जो बेकार है।,negative
सुबह की दुनिया।हैलो बैंक की छुट्टी!यहाँ ठंड और ग्रे और बारिश।ऐसा लगता है कि धन्यवाद के लिए धन्यवाद यह कर सकता है कि यह हूँ,positive
"बस पूल से वापस मिल गया, घुटने को बर्फ करने की जरूरत है",neutral
मेल?तुम कहाँ हो तुम यहाँ मेरे घर पर होना चाहिए,neutral
"lol ik वे हैं, लेकिन मुझे लगता है कि मैं इसे एक वर्ष के लिए रखता हूं+ वायरस सॉफ्टवेयर की आवश्यकता के बिना या इसे तय किया जा सकता है",neutral
मैं बहुत खुश हूँ!मेरे जीवन के सर्वश्रेष्ठ 1095 दिनों के लिए धन्यवाद बेबी,positive
ज़ोर-ज़ोर से हंसना।छोड़ने के बारे में।,neutral
"Aww, इसका ठीक है, हम उम्मीद से बाद में हो रहा है और नहीं गया ... मैं आपको बुलाता अगर हम करने में सक्षम थे, ... c u n austin,",neutral
अच्छी तरह से यह मुझे डेली शो देखने के लिए बाद में भी रहने के बारे में बेहतर महसूस कराता है।फिर से अपराध बोध पर लेट जाओ।,neutral
सिस पर कोई समस्या नहीं है - सम्मान देय,positive
"ज़रूर!मेरा पूरा ब्लॉगरोल बहुत अद्यतन किया गया है, लेकिन यह मुझे अपडेट करने और इसे फिर से बनाने के लिए प्रेरित कर सकता है!",positive
_anstee मुझे आशा है!एक्सपो में है!यह अद्भुत होगा।im पूर्णता बनाने के लिए इतनी मेहनत कर रहा है तो यह है।,positive
मैं वास्तव में कल शादी में भाषण देने के बारे में घबरा गया हूं,negative
"एन.एम.डांग, अब आप पर, लेकिन मैं 4 मिनट की तरह उछाल देता हूं, मैं सिर्फ चिलिंग करता हूं।सामान्य।",positive
सोने पर ऊप।क्या यह वास्तव में सुबह 10 बजे है?सबसे अच्छा तो उठो और गियर में मेरे शिज़ल जाओ,neutral
_Reviews धन्यवाद!,positive
"बैठे, सोच रहे थे, और सामान के एक समूह के लिए कामना करते हैं जो कभी नहीं होगा",neutral
बौछार का समय,neutral
घटिया **** जमींदार।बच्चे की पैकिंग पर ध्यान केंद्रित करने की आवश्यकता है लेकिन नहीं।नेवरमाइंड सीना स्लीपिंग बैग,negative
इतनी जल्दी जा रहा है?मैं आपसे देर से नीट हास्य सुनने की उम्मीद कर रहा था ...।,positive
मुझमें अच्छी तरह भरण हुआ है।आज रात कोई और भोजन नहीं ... मैं इस पार्टी में कोई केक और आइसक्रीम नहीं चाहता।,neutral
कि मामा बेकार है,negative
काश आप वैंकूवर में 19+ स्थल पर जा रहे हों,neutral
यह बिल्कुल अविश्वसनीय है।यह अधिकारी: मेरा पसंदीदा जोनास फ्रेंकी है।वह आदमी है,positive
मेरे **** को जन्मदिन की शुभकामनाएं,positive
"मुझे खुद फिल्म में कोई आपत्ति नहीं थी, इसलिए हो सकता है क्योंकि मैं खुद को बड़ा नहीं कर रहा हूं",neutral
"मैं नहीं जा रहा हूँ, दुख की बात है।शायद अगले साल, एह?",negative
सर्जरी का बहाना दर्द होता है,negative
क्या आप इसके साथ कृपया कर सकते हैं?मैं 4 साल में 3 बार जन्म देने के लिए कुछ अंडा +बेकन +खेत +बिस्तर से प्यार करता हूं!,positive
तो ऊब ... RSMV के लिए और अधिक लोगों की जरूरत है !!jagex doesn`t यू कहते हैं rsmv जब तक कि इसका पहला शब्द यू वाक्य में नहीं कहता,negative
"****, हमारे घर में कुछ प्रकार के कीड़े हैं।और हम नहीं जानते कि यह क्यों या क्या है",negative
लगभग मेरा फोन खो दिया।,neutral
... धन्यवाद श्री राष्ट्रपति! ...,positive
"अपने फ्रांसीसी कौशल का ooo दिखा रहा है !!LOL चीजें यहाँ पर अच्छी हैं।लवली मौसम, तो बाहर होना चाहिए कैसे यू?",positive
स्टार ट्रेक फिल्म अद्भुत थी!OMG सभी को इसे देखने जाना है,positive
जन्मदिन की शुभकामनाएँ,positive
काम का एक और दिन आगे नहीं देख रहा हूँ मुझे समापन से नफरत है,negative
मैं दो महीने के अध्ययन/परीक्षा की अवधि में प्रवेश कर रहा हूं।जो कमाल है।- फ्लिप साइड में मिलेंगे,positive
"यह सबसे अच्छा है अगर मैं इसे जांचते समय जांच करूं।जब यह नीचे होता है, तो मैं वास्तव में कुछ भी नहीं देख सकता",positive
आज होम ऑफिस से काम करना और ट्विटर को छोड़कर हर चीज पर पकड़ बनाना,neutral
लिल क्यूज़ आज दौर आ रहा है वह 5 aww haha,positive
मेरे पेट में दर्द होता है।दुख की बात है कि आज दोपहर कोई जिम क्लास नहीं होगा,negative
अब जाना होगा .. मैं `सर्कस जा रहा हूँ .. असली सर्कस नहीं ब्रिटनी का दौरा दुखद रूप से ..,negative
"अगला सिंगल है 'हे लेडी'ए। ओक, मेरा मिलियन डॉलर कहां है ??",neutral
गुडमॉर्निंग ट्विटर बग .. आप सभी को सोमवार हैप्पी!आज मेरी पहली पूर्णकालिक नौकरी पर मेरा पहला आधिकारिक दिन है .. तैयार होने का समय!,positive
मेरे पास मेरा 830 क्लास **** स्कूल है!आप किस समय काम करते हैं?अगर जेड आता है तो इमा को उसे एंटिओक में एमट्रैक में लाना पड़ता है।,negative
"वापस आ गया है ... पूरे सप्ताह बीमार और बेहद व्यस्त महसूस कर रहा है।खुश माँ का दिन, आप सभी मामा के लिए वहाँ से बाहर",neutral
*ओल्ड मी` डेड एंड चला गया*,negative
"यह आप और मुझे हमेशा के लिए?, यह आप और मैं अभी फ्लाईविथम ओबेसिव हैं।Im रो रहा है",negative
लगता है जैसे मफलर बीयरिंग खराब हो रहे हैं,negative
मेरे मोबाइल सॉरी ब्रिटेन पर कोई क्रेडिट नहीं बचा है!* एपिक फोटोशूट के लिए वापस* धन्यवाद तानिया,neutral
"आज की तरह एक दिन मैं शॉर्ट्स और शर्ट पहनूंगा, लेकिन अब मैं डीएचएल में यह कार्यालय पहन रहा हूं ...",neutral
क्या मैं सिर्फ दिसंबर में सो सकता हूं और जाग सकता हूं जब मेरा घर सभी संगठित हो और बच्चा यहां है? .. आज पू की तरह लग रहा है,negative
